list-none-none,8,1,1,24, 34727885, 1446995
list-none-none,12,1,1,36, 43512850, 1208690
list-none-none,12,10,1,360, 54384009, 151066
list-i-none,2,1,1,6, 18371701, 3061950
list-i-none,2,2,1,12, 46113037, 3842753
list-i-none,2,4,1,24, 44060305, 1835846
list-i-none,2,8,1,48, 31352651, 653180
list-i-none,2,32,1,192, 40469860, 210780
list-i-none,4,1,1,12, 17361955, 1446829
list-i-none,4,2,1,24, 34473899, 1436412
list-i-none,4,16,1,192, 35089783, 182759
list-i-none,8,1,1,24, 31452621, 1310525
list-i-none,8,16,1,384, 30947439, 80592
list-d-none,2,1,1,6, 31549861, 5258310
list-d-none,2,2,1,12, 33568601, 2797383
list-d-none,2,4,1,24, 31927879, 1330328
list-d-none,2,8,1,48, 41654332, 867798
list-d-none,2,16,1,96, 32559415, 339160
list-d-none,2,32,1,192, 32627466, 169934
list-d-none,4,1,1,12, 32860771, 2738397
list-d-none,4,2,1,24, 45487469, 1895311
list-d-none,4,4,1,48, 34444200, 717587
list-d-none,4,8,1,96, 34335765, 357664
list-d-none,4,16,1,192, 35264919, 183671
list-d-none,8,1,1,24, 61079555, 2544981
list-d-none,8,2,1,48, 54430739, 1133973
list-d-none,8,8,1,192, 56024726, 291795
list-d-none,8,16,1,384, 87479800, 227811
list-d-none,12,1,1,36, 60466835, 1679634
list-d-none,12,2,1,72, 58713173, 815460
list-il-none,2,4,1,24, 32716219, 1363175
list-il-none,2,8,1,48, 10785784, 224703
list-il-none,2,32,1,192, 21723596, 113143
list-il-none,4,2,1,24, -948040227, -39501676
list-il-none,4,4,1,48, 58389056, 1216438
list-il-none,12,1,1,36, 68046645, 1890184
list-dl-none,2,1,1,6, 17543513, 2923918
list-dl-none,2,2,1,12, 60472238, 5039353
list-dl-none,2,4,1,24, 21430740, 892947
list-dl-none,2,8,1,48, 32408743, 675182
list-dl-none,2,16,1,96, 25552492, 266171
list-dl-none,4,1,1,12, 32776168, 2731347
list-dl-none,4,2,1,24, 47446550, 1976939
list-dl-none,4,4,1,48, 30145460, 628030
list-dl-none,4,8,1,96, -964010332, -10041774
list-dl-none,8,1,1,24, 51670593, 2152941
list-dl-none,8,2,1,48, 56968640, 1186846
list-dl-none,8,4,1,96, 63462980, 661072
list-dl-none,8,8,1,192, 37129573, 193383
list-dl-none,12,1,1,36, 52261765, 1451715
list-dl-none,12,2,1,72, 43014561, 597424
list-i-m,12,32,1,1152, 143468506, 124538
list-d-m,12,32,1,1152, 155481323, 134966
list-il-m,12,32,1,1152, 205439721, 178333
list-dl-m,12,32,1,1152, 135681487, 117779
list-i-s,12,32,1,1152, -302113835, -262251
list-d-s,12,32,1,1152, -550402647, -477780
